,Team,Attribute,Median,Mean,Std
852,Chelsea,Att Pen,6.0,10.23076923076923,14.850105758062503
853,Crystal Palace,Att Pen,4.0,9.777777777777779,18.69343319041327
854,Brentford,Att Pen,4.0,6.714285714285714,7.387247699341654
855,Arsenal,Att Pen,19.0,22.11111111111111,16.64665465224503
856,Newcastle Utd,Att Pen,5.0,11.4,13.961852790132596
857,Liverpool,Att Pen,5.0,10.142857142857142,11.320020191804304
858,Wolves,Att Pen,14.0,14.818181818181818,10.75005285399269
859,Nott'ham Forest,Att Pen,6.0,10.6,13.801771222886174
860,Fulham,Att Pen,9.0,19.875,21.780971380673414
861,all,Att_y,5.0,9.23611111111111,11.175754141003418
862,West Ham,Att_y,6.0,10.090909090909092,11.886585257798352
863,Manchester City,Att_y,6.0,10.7,12.893150636416738
864,Leicester City,Att_y,8.0,12.727272727272727,19.46325208741288
865,Southampton,Att_y,4.0,5.357142857142857,6.487943171252859
866,Brighton,Att_y,7.0,13.266666666666667,14.70406487368455
867,Ipswich Town,Att_y,6.5,10.0625,12.535117337570744
868,Bournemouth,Att_y,3.0,10.222222222222221,11.945477991459548
869,Manchester Utd,Att_y,2.0,5.5,10.173494974687902
870,Aston Villa,Att_y,11.5,11.714285714285714,10.253919111386491
871,Tottenham,Att_y,8.0,10.545454545454545,10.939503063335522
872,Everton,Att_y,5.0,7.857142857142857,7.3807987695228805
873,Chelsea,Att_y,8.0,10.461538461538462,9.760595820401067
874,Crystal Palace,Att_y,1.0,4.0,5.979130371550699
875,Brentford,Att_y,3.0,5.571428571428571,6.294366339755546
876,Arsenal,Att_y,4.0,14.444444444444445,17.2779564120812
877,Newcastle Utd,Att_y,3.0,6.2,9.319036669336828
878,Liverpool,Att_y,2.0,4.714285714285714,5.70713838726805
879,Wolves,Att_y,10.0,8.818181818181818,6.750084174559333
880,Nott'ham Forest,Att_y,5.5,8.7,10.739853092312037
881,Fulham,Att_y,9.0,9.75,8.64787339672097
882,all,Carries,132.5,156.19444444444446,112.23778399023549
883,West Ham,Carries,173.0,145.54545454545453,93.64653078076479
884,Manchester City,Carries,283.0,289.8,134.713523201397
885,Leicester City,Carries,132.0,152.27272727272728,86.03963146026476
886,Southampton,Carries,119.5,137.0,85.28684631199675
887,Brighton,Carries,152.0,190.0,138.85449732929584
888,Ipswich Town,Carries,120.0,112.25,62.72213856898269
889,Bournemouth,Carries,95.0,123.66666666666667,80.20286777915113
890,Manchester Utd,Carries,98.0,131.92857142857142,113.9739945275738
891,Aston Villa,Carries,162.0,176.71428571428572,127.86918108961
892,Tottenham,Carries,113.0,178.27272727272728,164.68278046540928
893,Everton,Carries,60.0,72.14285714285714,63.080447502715586
894,Chelsea,Carries,177.0,174.46153846153845,105.29372835439548
895,Crystal Palace,Carries,58.0,90.0,66.0208300462816
896,Brentford,Carries,68.0,97.28571428571429,86.05175629761872
897,Arsenal,Carries,279.0,243.33333333333334,93.64026911537577
898,Newcastle Utd,Carries,90.5,122.0,90.5869747811461
899,Liverpool,Carries,282.0,216.85714285714286,101.1276892043397
900,Wolves,Carries,178.0,186.72727272727272,101.61996940472962
901,Nott'ham Forest,Carries,87.0,118.8,95.07400626178887
902,Fulham,Carries,122.5,146.375,130.45079805921355
903,all,TotDist_y,651.0,825.6481481481482,619.1900533245746
904,West Ham,TotDist_y,770.0,757.1818181818181,520.3928935298441
905,Manchester City,TotDist_y,1604.5,1587.3,822.9826581134962
906,Leicester City,TotDist_y,651.0,756.4545454545455,509.6448496034006
907,Southampton,TotDist_y,599.5,635.7142857142857,380.4763064636479
908,Brighton,TotDist_y,947.0,1050.7333333333333,835.3246987734483
909,Ipswich Town,TotDist_y,563.5,661.6875,403.3038091811184
910,Bournemouth,TotDist_y,426.0,653.8888888888889,560.9945285928475
911,Manchester Utd,TotDist_y,407.5,612.4285714285714,517.3318700179448
912,Aston Villa,TotDist_y,970.5,986.7142857142857,679.9340950609652
913,Tottenham,TotDist_y,521.0,1013.9090909090909,846.768026621867
914,Everton,TotDist_y,297.0,399.14285714285717,279.96691981460276
915,Chelsea,TotDist_y,709.0,882.3846153846154,417.8284214167219
916,Crystal Palace,TotDist_y,318.0,480.6666666666667,447.5737369417468
917,Brentford,TotDist_y,404.0,467.57142857142856,366.8818416251828
918,Arsenal,TotDist_y,1258.0,1300.3333333333333,636.7026385998412
919,Newcastle Utd,TotDist_y,415.5,643.4,562.9322438012509
920,Liverpool,TotDist_y,1131.0,1061.4285714285713,557.5702817113006
921,Wolves,TotDist_y,1221.0,1025.8181818181818,549.0411310970824
922,Nott'ham Forest,TotDist_y,487.0,647.1,542.6397311087512
923,Fulham,TotDist_y,695.5,744.625,661.1991136239845
924,all,PrgDist,309.5,413.3888888888889,335.3946882394306
925,West Ham,PrgDist,388.0,379.72727272727275,273.80434288341405
926,Manchester City,PrgDist,685.5,826.1,529.8952621876222
927,Leicester City,PrgDist,389.0,375.27272727272725,273.3379193998121
928,Southampton,PrgDist,286.0,286.92857142857144,177.3716065586226
929,Brighton,PrgDist,471.0,536.5333333333333,492.2657335027011
930,Ipswich Town,PrgDist,272.0,324.5,216.24800577115155
931,Bournemouth,PrgDist,195.0,312.8888888888889,241.28377714034383
932,Manchester Utd,PrgDist,182.5,292.64285714285717,255.69741948183662
933,Aston Villa,PrgDist,531.5,491.57142857142856,338.6133975007973
934,Tottenham,PrgDist,267.0,547.5454545454545,457.2394041716798
935,Everton,PrgDist,140.0,181.71428571428572,112.91990418834389
936,Chelsea,PrgDist,423.0,445.2307692307692,208.20949139674758
937,Crystal Palace,PrgDist,232.0,252.55555555555554,229.6737420293791
938,Brentford,PrgDist,221.0,237.57142857142858,172.53874651109254
939,Arsenal,PrgDist,681.0,671.4444444444445,317.0106903209698
940,Newcastle Utd,PrgDist,182.0,290.3,277.9536532109865
941,Liverpool,PrgDist,616.0,576.4285714285714,348.1713453377313
942,Wolves,PrgDist,578.0,527.1818181818181,300.2191926515752
943,Nott'ham Forest,PrgDist,228.0,316.6,297.8098573101822
944,Fulham,PrgDist,289.5,338.625,314.86229983461476
945,all,1/3_y,4.0,6.152777777777778,6.1470198237176925
946,West Ham,1/3_y,5.0,6.363636363636363,5.408747124292784
947,Manchester City,1/3_y,12.5,10.6,7.011102306738617
948,Leicester City,1/3_y,5.0,5.818181818181818,6.690563232167854
949,Southampton,1/3_y,4.0,4.428571428571429,4.36267888263244
950,Brighton,1/3_y,3.0,7.266666666666667,6.984336216202108
951,Ipswich Town,1/3_y,4.0,5.5,4.96655480858378
952,Bournemouth,1/3_y,3.0,5.111111111111111,6.641619615057091
953,Manchester Utd,1/3_y,3.0,5.142857142857143,5.920721666734981
954,Aston Villa,1/3_y,6.5,8.357142857142858,6.221638948765126
955,Tottenham,1/3_y,4.0,7.909090909090909,8.584340923501879
956,Everton,1/3_y,1.0,3.2857142857142856,3.9880774697543058
957,Chelsea,1/3_y,5.0,6.153846153846154,4.810511993647416
958,Crystal Palace,1/3_y,1.0,4.444444444444445,6.966188181335456
959,Brentford,1/3_y,2.0,2.7142857142857144,2.5634797778466227
960,Arsenal,1/3_y,9.0,9.222222222222221,5.65194165260439
961,Newcastle Utd,1/3_y,2.5,4.8,6.988880056521533
962,Liverpool,1/3_y,3.0,5.0,6.0
963,Wolves,1/3_y,3.0,6.181818181818182,7.480884731342702
964,Nott'ham Forest,1/3_y,3.5,5.7,6.019413038937712
965,Fulham,1/3_y,6.0,6.875,6.728139203587954
966,all,CPA,1.0,2.7777777777777777,4.918561584652113
967,West Ham,CPA,1.0,2.8181818181818183,4.214692914511847
968,Manchester City,CPA,0.5,6.0,14.452988925785867
969,Leicester City,CPA,2.0,3.727272727272727,4.383854675759887
970,Southampton,CPA,0.5,0.8571428571428571,1.167320591199077
971,Brighton,CPA,1.0,3.066666666666667,5.257194616722424
972,Ipswich Town,CPA,1.5,2.8125,3.2704484911603995
973,Bournemouth,CPA,1.0,2.4444444444444446,3.811532208676424
974,Manchester Utd,CPA,0.0,1.4285714285714286,3.2513733362117256
975,Aston Villa,CPA,2.0,3.357142857142857,3.992437906788337
976,Tottenham,CPA,1.0,4.636363636363637,6.727149876028143
977,Everton,CPA,0.0,1.0,1.2909944487358056
978,Chelsea,CPA,0.0,2.076923076923077,3.751922584079138
979,Crystal Palace,CPA,1.0,2.3333333333333335,4.123105625617661
980,Brentford,CPA,1.0,0.7142857142857143,0.7559289460184544
981,Arsenal,CPA,3.0,5.888888888888889,6.31356564162527
982,Newcastle Utd,CPA,0.0,2.1,3.8427420765212266
983,Liverpool,CPA,1.0,2.4285714285714284,2.5727509827123995
984,Wolves,CPA,0.0,2.727272727272727,3.37908002541843
985,Nott'ham Forest,CPA,0.0,1.9,2.8460498941515415
986,Fulham,CPA,2.5,3.125,3.3567628964311944
987,all,Mis,5.0,7.574074074074074,8.340658279417902
988,West Ham,Mis,8.0,10.181818181818182,9.81649817214043
989,Manchester City,Mis,6.0,9.0,10.338708279513881
990,Leicester City,Mis,10.0,7.909090909090909,6.670150604814639
991,Southampton,Mis,5.0,7.571428571428571,11.540659131384706
992,Brighton,Mis,6.0,7.866666666666666,8.534523726494363
993,Ipswich Town,Mis,7.0,9.0,7.7631608682718065
994,Bournemouth,Mis,6.0,9.444444444444445,10.02635416179669
995,Manchester Utd,Mis,3.5,5.142857142857143,4.943638380743523
996,Aston Villa,Mis,6.0,7.071428571428571,5.635932599289692
997,Tottenham,Mis,6.0,6.545454545454546,6.05580112559249
998,Everton,Mis,2.0,4.857142857142857,5.956189257922424
999,Chelsea,Mis,2.0,3.6153846153846154,4.7353011438637065
1000,Crystal Palace,Mis,4.0,7.666666666666667,9.604686356149273
1001,Brentford,Mis,3.0,4.428571428571429,4.720774754816659
1002,Arsenal,Mis,10.0,8.88888888888889,5.946520924970424
1003,Newcastle Utd,Mis,4.0,6.8,9.840957496323437
1004,Liverpool,Mis,4.0,3.7142857142857144,2.627691364061218
1005,Wolves,Mis,9.0,11.818181818181818,11.079875286465834
1006,Nott'ham Forest,Mis,6.0,8.2,7.941452428030194
1007,Fulham,Mis,4.0,10.5,15.602197647401196
1008,all,Dis,3.0,4.944444444444445,5.845822731733551
1009,West Ham,Dis,5.0,6.545454545454546,5.750889259299579
1010,Manchester City,Dis,2.5,6.1,6.65749368923638
1011,Leicester City,Dis,1.0,4.090909090909091,4.846742111038
1012,Southampton,Dis,3.0,4.785714285714286,8.468753167956912
1013,Brighton,Dis,3.0,5.8,7.4277472070223665
1014,Ipswich Town,Dis,3.0,6.5,7.023769168568493
1015,Bournemouth,Dis,3.0,4.444444444444445,4.798726682962656
1016,Manchester Utd,Dis,1.0,2.642857142857143,3.1770122117182042
1017,Aston Villa,Dis,6.0,6.142857142857143,5.600235473856199
1018,Tottenham,Dis,4.0,4.090909090909091,4.300105706945946
1019,Everton,Dis,2.0,5.142857142857143,7.267016155859557
1020,Chelsea,Dis,3.0,4.0,4.847679857416329
1021,Crystal Palace,Dis,2.0,3.3333333333333335,4.847679857416329
1022,Brentford,Dis,0.0,2.142857142857143,3.38765264987284
1023,Arsenal,Dis,5.0,7.444444444444445,6.064468466220084
1024,Newcastle Utd,Dis,2.0,5.0,6.548960901462833
1025,Liverpool,Dis,2.0,2.2857142857142856,1.3801311186847083
1026,Wolves,Dis,4.0,5.818181818181818,5.418822414845901
1027,Nott'ham Forest,Dis,4.0,5.2,6.160808027812225
1028,Fulham,Dis,3.0,5.25,7.905694150420948
1029,all,Rec,157.0,184.17592592592592,133.03752425388782
1030,West Ham,Rec,221.0,202.63636363636363,129.54402551045936
1031,Manchester City,Rec,332.5,345.0,162.6892060887193
1032,Leicester City,Rec,156.0,165.9090909090909,103.50116380549018
1033,Southampton,Rec,152.0,176.14285714285714,116.60970875456373
1034,Brighton,Rec,192.0,215.33333333333334,154.64829529644103
1035,Ipswich Town,Rec,125.5,132.0625,74.30340391484991
1036,Bournemouth,Rec,114.0,140.44444444444446,91.57935235509026
1037,Manchester Utd,Rec,104.0,151.35714285714286,137.615745489364
1038,Aston Villa,Rec,187.5,204.42857142857142,147.74755720261723
1039,Tottenham,Rec,101.0,187.0,172.7987268471617
1040,Everton,Rec,81.0,85.85714285714286,77.90042484143581
1041,Chelsea,Rec,218.0,207.76923076923077,128.3362470531701
1042,Crystal Palace,Rec,69.0,108.77777777777777,78.4996461421607
1043,Brentford,Rec,75.0,105.14285714285714,101.64222969387703
1044,Arsenal,Rec,358.0,301.44444444444446,118.63927586502616
1045,Newcastle Utd,Rec,118.0,140.0,104.13026030463533
1046,Liverpool,Rec,275.0,250.0,107.89192122984309
1047,Wolves,Rec,182.0,209.72727272727272,117.43686892036155
1048,Nott'ham Forest,Rec,112.0,152.8,126.95038400887175
1049,Fulham,Rec,145.0,181.5,155.89923485563176
1050,all,PrgR_y,10.0,19.703703703703702,23.73056482996158
1051,West Ham,PrgR_y,21.0,24.818181818181817,23.27151985504248
1052,Manchester City,PrgR_y,10.5,26.4,38.16979608713326
1053,Leicester City,PrgR_y,9.0,20.818181818181817,22.359866644585257
1054,Southampton,PrgR_y,8.0,13.5,15.02689895845754
1055,Brighton,PrgR_y,17.0,24.933333333333334,29.47509037103962
1056,Ipswich Town,PrgR_y,16.0,18.5,17.94807324849476
1057,Bournemouth,PrgR_y,18.0,22.88888888888889,23.502363947294988
1058,Manchester Utd,PrgR_y,6.5,15.642857142857142,23.457349653088535
1059,Aston Villa,PrgR_y,13.0,23.357142857142858,27.664493052000353
1060,Tottenham,PrgR_y,10.0,23.09090909090909,29.723574971576163
1061,Everton,PrgR_y,3.0,7.428571428571429,8.997354108424373
1062,Chelsea,PrgR_y,6.0,13.076923076923077,18.441174666406777
1063,Crystal Palace,PrgR_y,8.0,13.222222222222221,19.810210610804834
1064,Brentford,PrgR_y,4.0,10.0,10.503967504392486
1065,Arsenal,PrgR_y,27.0,36.111111111111114,33.520308935197946
1066,Newcastle Utd,PrgR_y,9.0,15.2,22.64116212172472
1067,Liverpool,PrgR_y,4.0,13.714285714285714,15.326603077810878
1068,Wolves,PrgR_y,25.0,25.454545454545453,25.559200442751084
1069,Nott'ham Forest,PrgR_y,4.0,13.9,19.005554743577235
1070,Fulham,PrgR_y,29.0,27.75,26.67663504160255
1071,all,Fls,5.0,5.856481481481482,5.181609216650179
1072,West Ham,Fls,6.0,7.090909090909091,6.410219114110617
1073,Manchester City,Fls,5.0,5.3,4.056544780420347
1074,Leicester City,Fls,4.0,6.636363636363637,6.004543734085502
1075,Southampton,Fls,3.0,5.214285714285714,6.806993817770429
1076,Brighton,Fls,6.0,6.466666666666667,4.703595382663088
1077,Ipswich Town,Fls,4.5,5.6875,4.512482686947397
1078,Bournemouth,Fls,4.0,4.666666666666667,3.427827300200522
1079,Manchester Utd,Fls,2.5,4.785714285714286,4.370857536501917
1080,Aston Villa,Fls,8.0,6.214285714285714,4.676924884325851
1081,Tottenham,Fls,3.0,3.272727272727273,3.3493554332411213
1082,Everton,Fls,4.0,5.0,5.5377492419453835
1083,Chelsea,Fls,6.0,5.6923076923076925,4.625736254634055
1084,Crystal Palace,Fls,2.0,5.666666666666667,7.615773105863908
1085,Brentford,Fls,5.0,3.857142857142857,2.3401261667248794
1086,Arsenal,Fls,8.0,9.777777777777779,5.019406782125198
1087,Newcastle Utd,Fls,3.0,4.9,5.858517066820086
1088,Liverpool,Fls,7.0,5.714285714285714,5.2508502712826015
1089,Wolves,Fls,6.0,6.454545454545454,5.52021079966402
1090,Nott'ham Forest,Fls,8.0,8.0,6.896053621859067
1091,Fulham,Fls,7.0,6.625,4.955156044825574
1092,all,Fld,3.0,5.319444444444445,5.68676894952409
1093,West Ham,Fld,3.0,5.7272727272727275,6.842381297339533
1094,Manchester City,Fld,3.5,6.4,8.058122196475637
1095,Leicester City,Fld,6.0,7.636363636363637,7.117200675444345
1096,Southampton,Fld,4.0,4.428571428571429,3.877237035953184
1097,Brighton,Fld,3.0,4.8,3.8950518060006045
1098,Ipswich Town,Fld,4.5,5.625,4.177319714841085
1099,Bournemouth,Fld,2.0,7.0,8.514693182963201
1100,Manchester Utd,Fld,3.0,4.428571428571429,4.783212401631448
1101,Aston Villa,Fld,5.0,5.142857142857143,4.435124538311148
1102,Tottenham,Fld,5.0,4.545454545454546,3.0777796010642597
1103,Everton,Fld,1.0,2.4285714285714284,4.035556254807296
1104,Chelsea,Fld,2.0,5.461538461538462,5.8254525520252445
1105,Crystal Palace,Fld,0.0,3.7777777777777777,7.562700869692285
1106,Brentford,Fld,3.0,4.0,4.358898943540674
1107,Arsenal,Fld,4.0,5.888888888888889,4.8074017006186525
1108,Newcastle Utd,Fld,1.5,3.3,3.5605867181937554
1109,Liverpool,Fld,3.0,4.142857142857143,3.4364987719368982
1110,Wolves,Fld,5.0,6.454545454545454,5.298370246852071
1111,Nott'ham Forest,Fld,3.5,5.6,7.058485830702093
1112,Fulham,Fld,3.0,9.375,11.312919289782936
1113,all,Off,0.0,0.9814814814814815,1.8171353969416426
1114,West Ham,Off,0.0,1.4545454545454546,2.423371055519
1115,Manchester City,Off,0.0,1.1,2.8067379246694513
1116,Leicester City,Off,0.0,1.0,1.4832396974191326
1117,Southampton,Off,0.0,0.8571428571428571,2.381245403214391
1118,Brighton,Off,1.0,0.7333333333333333,0.8837151016885367
1119,Ipswich Town,Off,0.0,0.9375,2.0155644370746373
1120,Bournemouth,Off,0.0,0.2222222222222222,0.44095855184409843
1121,Manchester Utd,Off,0.0,0.7857142857142857,1.9681530361296538
1122,Aston Villa,Off,1.0,1.6428571428571428,2.134231724753677
1123,Tottenham,Off,0.0,0.7272727272727273,1.555050423035156
1124,Everton,Off,0.0,0.42857142857142855,1.1338934190276817
1125,Chelsea,Off,1.0,0.7692307692307693,0.9268086959962984
1126,Crystal Palace,Off,0.0,0.8888888888888888,1.1666666666666667
1127,Brentford,Off,0.0,0.2857142857142857,0.48795003647426655
1128,Arsenal,Off,2.0,2.888888888888889,3.018461712712472
1129,Newcastle Utd,Off,0.5,1.0,1.247219128924647
1130,Liverpool,Off,0.0,0.2857142857142857,0.4879500364742666
1131,Wolves,Off,0.0,1.2727272727272727,1.7372915179041826
1132,Nott'ham Forest,Off,0.0,1.2,2.5733678754158373
1133,Fulham,Off,0.0,0.625,1.0606601717798212
1134,all,Crs,4.0,8.722222222222221,12.122117654688413
1135,West Ham,Crs,13.0,14.272727272727273,12.530689598668616
1136,Manchester City,Crs,3.0,7.4,9.215928240461366
1137,Leicester City,Crs,4.0,8.545454545454545,9.882951344245669
1138,Southampton,Crs,3.5,7.071428571428571,9.659306279552265
1139,Brighton,Crs,9.0,12.333333333333334,12.832251036613439
1140,Ipswich Town,Crs,4.5,7.6875,11.163743398460333
1141,Bournemouth,Crs,5.0,9.444444444444445,13.454656360449263
1142,Manchester Utd,Crs,2.5,11.285714285714286,20.40146514885096
1143,Aston Villa,Crs,2.0,9.357142857142858,14.134557449234634
1144,Tottenham,Crs,7.0,9.363636363636363,10.670264544731095
1145,Everton,Crs,1.0,2.142857142857143,2.7342623276105895
1146,Chelsea,Crs,1.0,4.769230769230769,10.313048742199095
1147,Crystal Palace,Crs,3.0,4.333333333333333,5.26782687642637
1148,Brentford,Crs,3.0,7.428571428571429,11.058287131636357
1149,Arsenal,Crs,10.0,12.777777777777779,14.998148033822192
1150,Newcastle Utd,Crs,1.0,2.6,4.948624949305502
1151,Liverpool,Crs,2.0,10.285714285714286,19.15475820533274
1152,Wolves,Crs,8.0,10.545454545454545,11.986355879612756
1153,Nott'ham Forest,Crs,3.5,9.4,12.384578223652909
1154,Fulham,Crs,8.5,10.5,11.783766072743589
1155,all,Recov,17.0,19.5,14.376660672528347
1156,West Ham,Recov,21.0,20.818181818181817,13.105862671477846
1157,Manchester City,Recov,26.5,24.8,12.15456018675021
1158,Leicester City,Recov,17.0,20.272727272727273,13.60948866850558
1159,Southampton,Recov,13.0,15.071428571428571,13.75871352278976
1160,Brighton,Recov,20.0,22.4,15.564611876212746
1161,Ipswich Town,Recov,15.5,19.75,15.51128621359299
1162,Bournemouth,Recov,16.0,20.555555555555557,16.348632290738507
1163,Manchester Utd,Recov,11.0,14.714285714285714,14.730546866597011
1164,Aston Villa,Recov,17.0,19.928571428571427,14.667936175493526
1165,Tottenham,Recov,9.0,16.545454545454547,17.66558029821628
1166,Everton,Recov,9.0,14.857142857142858,15.763127560106543
1167,Chelsea,Recov,15.0,20.384615384615383,17.423826892785165
1168,Crystal Palace,Recov,10.0,13.0,9.300537618869138
1169,Brentford,Recov,11.0,16.857142857142858,15.345233477408888
1170,Arsenal,Recov,24.0,24.333333333333332,14.551632210855248
1171,Newcastle Utd,Recov,16.5,16.0,10.749676997731399
1172,Liverpool,Recov,18.0,19.714285714285715,11.700630833624396
1173,Wolves,Recov,27.0,24.363636363636363,12.595814600673728
1174,Nott'ham Forest,Recov,22.0,25.3,16.05580545749384
1175,Fulham,Recov,14.0,19.375,16.221128197508335
1176,all,Won,4.0,6.407407407407407,9.10970557003804
1177,West Ham,Won,5.0,8.909090909090908,7.905119169937231
1178,Manchester City,Won,5.5,6.5,4.813176359397884
1179,Leicester City,Won,6.0,6.0,4.919349550499537
1180,Southampton,Won,4.0,10.785714285714286,22.529224000527268
1181,Brighton,Won,4.0,5.666666666666667,6.4660284417503
1182,Ipswich Town,Won,4.0,5.75,7.113367697511496
1183,Bournemouth,Won,6.0,7.0,7.632168761236874
1184,Manchester Utd,Won,3.0,4.071428571428571,3.5183974873684867
1185,Aston Villa,Won,4.0,4.714285714285714,5.580578567035603
1186,Tottenham,Won,2.0,4.909090909090909,5.906852722974316
1187,Everton,Won,1.0,7.142857142857143,8.668497975016038
1188,Chelsea,Won,4.0,7.3076923076923075,7.878077339307007
1189,Crystal Palace,Won,2.0,4.111111111111111,5.348935511960404
1190,Brentford,Won,2.0,3.142857142857143,2.672612419124244
1191,Arsenal,Won,8.0,7.666666666666667,6.726812023536855
1192,Newcastle Utd,Won,5.0,4.9,2.923088169119167
1193,Liverpool,Won,5.0,4.285714285714286,3.093772546815388
1194,Wolves,Won,4.0,7.2727272727272725,8.050973967054036
1195,Nott'ham Forest,Won,5.0,6.5,6.114645442614713
1196,Fulham,Won,4.0,11.25,22.66369028077416
1197,all,Lost_y,5.0,6.972222222222222,8.267569968152346
1198,West Ham,Lost_y,8.0,10.363636363636363,10.327368757556082
1199,Manchester City,Lost_y,7.0,6.6,2.716206504995115
1200,Leicester City,Lost_y,5.0,8.181818181818182,8.611831185272756
1201,Southampton,Lost_y,2.5,7.357142857142857,13.870872319400062
1202,Brighton,Lost_y,4.0,5.733333333333333,5.586548470166871
1203,Ipswich Town,Lost_y,6.0,7.375,6.652067347825035
1204,Bournemouth,Lost_y,7.0,7.444444444444445,6.710274046399132
1205,Manchester Utd,Lost_y,2.0,3.357142857142857,3.586451918350135
1206,Aston Villa,Lost_y,5.0,5.428571428571429,4.750939756661683
1207,Tottenham,Lost_y,2.0,5.090909090909091,6.579582744438214
1208,Everton,Lost_y,4.0,6.857142857142857,7.733661733585444
1209,Chelsea,Lost_y,4.0,6.076923076923077,6.713934992009014
1210,Crystal Palace,Lost_y,4.0,7.888888888888889,9.360080721399315
1211,Brentford,Lost_y,3.0,3.2857142857142856,2.2146697055682827
1212,Arsenal,Lost_y,7.0,8.11111111111111,4.986091767217197
1213,Newcastle Utd,Lost_y,5.0,5.3,4.423422506008969
1214,Liverpool,Lost_y,4.0,4.142857142857143,2.734262327610589
1215,Wolves,Lost_y,9.0,8.272727272727273,5.8667011018273145
1216,Nott'ham Forest,Lost_y,7.5,11.1,12.314851016376753
1217,Fulham,Lost_y,5.5,13.125,20.9655329392928
